City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
565,Kloulklubed,PW,82.9,moderate rain,7.0419,134.2556,Storyboard Beach Resort
568,Launceston,AU,63.61,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
569,Olinda,BR,82.13,clear sky,-8.0089,-34.8553,Flat Quatro Rodas Olinda
572,Griffin,US,72.28,clear sky,33.2468,-84.2641,Americas Best Value Inn & Suites Griffin
574,Ushibuka,JP,65.97,overcast clouds,32.1906,130.0228,Hotei
583,Mayumba,GA,76.62,overcast clouds,-3.432,10.6554,LIKWALE LODGE
586,Tecoanapa,MX,81.05,overcast clouds,16.5167,-98.75,Hotel Manglares
588,Nsanje,MW,71.33,clear sky,-16.92,35.262,Nsanje Discovery Lodge
589,Itaituba,BR,80.76,few clouds,-4.2761,-55.9836,Hotel Campos
590,Tangwani,PK,81.77,clear sky,28.2787,68.9972,Malik Hafeez Markeet
591,Praia,CV,69.19,clear sky,14.9215,-23.5087,LT Aparthotel
592,Bowen,AU,81.66,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
594,Sabha,LY,78.93,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
595,Port Macquarie,AU,70.9,clear sky,-31.4333,152.9167,Rydges Port Macquarie
596,Harper,LR,78.04,overcast clouds,4.375,-7.7169,Screensaver
597,Lunglei,IN,72.39,clear sky,22.8833,92.7333,Hotel Elite
599,Quatre Cocos,MU,78.1,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
603,Neiafu,TO,84.88,scattered clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
604,Tabuk,PH,81.46,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
607,Luau,AO,64.35,light rain,-10.7073,22.2247,Casa- Bernardo Cândido
609,Nishihara,JP,78.46,scattered clouds,26.1842,127.7558,Minshuku Agaihama
611,Bulawayo,ZW,66.96,overcast clouds,-20.15,28.5833,4 On Housman Backpackers
612,Kilindoni,TZ,80.51,heavy intensity rain,-7.9139,39.6668,Bustani B&B
613,Taoudenni,ML,80.08,clear sky,22.6783,-3.9836,
616,Kilembe,UG,62.96,overcast clouds,0.2,30.0,Mbunga Community Campsite
619,La Asuncion,VE,78.53,clear sky,11.0333,-63.8628,Colinas de Matasiete
620,Balaghat,IN,86.79,overcast clouds,21.8,80.1833,Hotel celebration
621,Marzuq,YE,70.03,clear sky,14.4,46.4667,
623,Nabire,ID,84.88,scattered clouds,-3.3667,135.4833,Hotel Nusantara I
624,Melilla,ES,62.98,clear sky,35.2937,-2.9383,Hotel Anfora
625,Toamasina,MG,73.4,broken clouds,-18.1667,49.3833,Hotel H1
626,Awjilah,LY,65.46,overcast clouds,29.1081,21.2869,المنزل
627,Imbituba,BR,71.82,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
628,Buchanan,LR,78.91,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
629,Barinas,VE,84.24,scattered clouds,8.6226,-70.2075,Hotel Mastranto Suite
630,Fare,PF,81.03,moderate rain,-16.7,-151.0167,Maitai Lapita Village Huahine
631,Saint-Joseph,RE,72.21,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
632,Marawi,PH,76.59,overcast clouds,7.9986,124.2928,Derogongan Residence
634,Puerto Narino,CO,75.15,overcast clouds,-3.7703,-70.3831,Eware Refugio Amazonico
636,Kiama,AU,73.38,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
637,Tamara,HN,74.95,scattered clouds,14.15,-87.3333,Villa Las Acacias
640,Tomatlan,MX,80.08,overcast clouds,19.9333,-105.25,El Salvial
642,Payakumbuh,ID,74.48,overcast clouds,-0.2202,100.6308,Dalimo Homestay
644,Vieques,PR,78.84,scattered clouds,18.425,-65.8329,"The St. Regis Bahia Beach Resort, Puerto Rico"
647,Omboue,GA,77.13,overcast clouds,-1.5746,9.2618,Hotel Olako
650,Dinguiraye,GN,84.92,overcast clouds,11.3,-10.7167,
651,Morgan City,US,75.2,overcast clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
653,Port Keats,AU,88.56,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
656,Benguela,AO,78.28,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
658,Samarai,PG,84.79,few clouds,-10.6167,150.6667,Nuli Sapi
659,Angoche,MZ,77.52,clear sky,-16.2325,39.9086,Guest House HESADA
661,Gore,NZ,60.67,few clouds,-46.1028,168.9436,Esplanade Motels
662,Kibungo,RW,67.12,overcast clouds,-2.1597,30.5427,Kibungo - Centre St. Joseph Guest House
664,Port Antonio,JM,80.51,few clouds,18.18,-76.4612,The Trident Hotel
666,Somanda,TZ,70.83,overcast clouds,-3.3667,33.95,
667,Porto Calvo,BR,75.63,few clouds,-9.045,-35.3983,Pousada eu e você
668,Thinadhoo,MV,83.64,scattered clouds,0.5333,72.9333,
669,Chimbote,PE,65.98,overcast clouds,-9.0853,-78.5783,Hotel Briliá
